cmt,tên,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,chất lượng,kết cấu,độ bền,màu sắc,Không dùng được đánh X
"Hài lòng về sản phẩm , giao hàng nhanh, đóng gói cẩn thận, đã dùng thử k bết dính , mùi , bôi lên nhẹ mặt",Kem Chống Nắng Dành Cho Da Khô Nhạy Cảm La Roche-Posay Anthelios Hydrating Cream SPF50+ 50ml (Tặng băng đô mèo xinh xắn),1,0,1,0,1,1,1,0,0,
"Hợp da khô cực kỳ. Chất kem mịn hơi đặc và ngả vàng, thấm nhanh, lên da mình dễ chịu chứ không hề gây xót và khô như loại fluid. M không thấy xuống tông lắm. Cũng không cay mắt. Độ chống nắng của la roche posay thì đỉnh rồi. Nói chung chắc chắn mua lại",Kem Chống Nắng Dành Cho Da Khô Nhạy Cảm La Roche-Posay Anthelios Hydrating Cream SPF50+ 50ml (Tặng băng đô mèo xinh xắn),0,0,0,0,0,1,1,0,1,
"Sản phẩm đóng gói cẩn thận. Đã mình rất nhạy cảm nhưng sử dụng xong thấy ổn nhe. Sản phẩm tốt cho da nhạy cảm, nhưng hơi cay mắt 1 tý nhe.",Kem Chống Nắng Dành Cho Da Khô Nhạy Cảm La Roche-Posay Anthelios Hydrating Cream SPF50+ 50ml (Tặng băng đô mèo xinh xắn),0,0,1,0,0,1,0,0,0,
"Sản phẩm ổn âp, vừa mức tiền...",Kem Chống Nắng Dành Cho Da Khô Nhạy Cảm La Roche-Posay Anthelios Hydrating Cream SPF50+ 50ml (Tặng băng đô mèo xinh xắn),0,1,0,0,0,1,0,0,0,
"Sp tốt, giao hàng nhanh",Kem Chống Nắng Dành Cho Da Khô Nhạy Cảm La Roche-Posay Anthelios Hydrating Cream SPF50+ 50ml (Tặng băng đô mèo xinh xắn),1,0,0,0,0,1,0,0,0,
Sp sắp hết hạn nhưng ko hề thông báo trên link đặt hàng,Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,0,0,0,1,0,0,0,0,0,
"Thành phần của sản phẩm mình thấy rất tốt , Khi mua rồi thì mình thấy không còn hài lòng nữa vì khi thoa lên mặt gây cảm giác cho da dầu và bóng nhờn hơn , dù không gây cảm giác bít cho da . Nếu sản phẩm cải thiện được tình trạng này thì mình nghĩ là hợp lý ! Mình sẽ chuyển sang dòng sản phẩm khác .",Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,0,0,0,0,0,1,1,0,0,
Sản phẩm ko bết dính. Nhưng mình sử dụng thì lại lên mụn ẩn. Chắc do cơ địa mỗi người,Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,0,0,0,0,0,1,1,0,0,
Sau một thời gian thử nhiều loại kcb thì mình ưng em này vì da ko bị kích ứng nữa.,Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,0,0,0,0,0,1,0,0,0,
"Dung dịch có mùi thơm dịu nhe, nhanh thẫm thấu, không nhờn như những sp chống nắng khác, thoa xong như có 1 lớp phấn phủ nhẹ lên da",Kem chống nắng dạng sữa lỏng nhẹ không nhờn rít La Roche-Posay Anthelios Shaka Fluid SPF 50+ 50ml,0,0,0,0,1,0,1,0,0,
Không hiệu quả như phiên bản trước (tuýp màu trắng). Loại này sứt lên các nốt mụn thâm nặng hơn phải mua kem trị thâm khác để giải quyết hậu quả,Gel Sạch Mụn Mờ Thâm Oxy Anti-Acne Spot Gel (10g),0,0,0,0,0,1,0,0,1,
Chuaw dungf 4 sao dduowcj rooif,Gel Sạch Mụn Mờ Thâm Oxy Anti-Acne Spot Gel (10g),0,0,0,0,0,0,0,0,0,X
chưa xài nhiêu nên ko biết hiệu quả ko nhưng hàng chính hãng ạ,Gel Sạch Mụn Mờ Thâm Oxy Anti-Acne Spot Gel (10g),0,0,0,1,0,0,0,0,0,
"gel tuýp bé, chưa dùng nên chưa biết hiệu quả ,dùng xong sẽ review thêm",Gel Sạch Mụn Mờ Thâm Oxy Anti-Acne Spot Gel (10g),0,0,0,0,0,0,0,0,0,X
"Hình ảnh mang tính chất nhận xu, con chất lượng thì sai rôi mới biết",Xịt Chống Nắng Dạng Phun Sương Kiểm Soát Dầu La Roche-Posay Anthelios Invisible Fresh Mist SPF 50+ UVB & UVA (75ml),0,0,0,0,0,0,0,0,0,
"xài cũng được, mà mùi hơi hắc 1 xíu, chưa quen thì thấy hơi khó chịu.  đóng gói đẹp, còn tem nguyên seal. bữa mình mua 2 chai,",Xịt Chống Nắng Dạng Phun Sương Kiểm Soát Dầu La Roche-Posay Anthelios Invisible Fresh Mist SPF 50+ UVB & UVA (75ml),0,0,1,1,1,1,0,0,0,
"Tiện lợi, không nhờn rít",Xịt Chống Nắng Dạng Phun Sương Kiểm Soát Dầu La Roche-Posay Anthelios Invisible Fresh Mist SPF 50+ UVB & UVA (75ml),0,0,0,0,0,0,1,0,0,
"hàng cũ, sản xuất năm 2019.",Xịt Chống Nắng Dạng Phun Sương Kiểm Soát Dầu La Roche-Posay Anthelios Invisible Fresh Mist SPF 50+ UVB & UVA (75ml),0,0,0,1,0,0,0,0,0,
"da khô nhạy cảm m rất recommend dùng cái này, m mua lúc sale là 209k, mua xong lại sale 198k ,shop này hay sale lắm mn nên canh nha , so sánh thì đúng là hàng chính hãng, mùi kem thì hơi khác so với tuýp trc mình dùng , chắc là tùy theo lô, chất kem với chất lg thì đều ok nha , đáng tiền lắmmm","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,1,0,1,1,1,1,0,0,
"Giao hàng nhanh chóng, đóng gói cẩn thận, sản phẩm còn nguyên niêm phong, không bị móp méo do vận chuyển. Nói chung về mặt hình thức xứng đáng được 5 sao, còn về chất lượng thì mỏng nhẹ, thấm nhanh, không nhờn rít.","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",1,0,1,0,0,0,1,0,0,
"Đóng gói cẩn thận. Kem mình dùng nhiều rồi, khá dịu nhẹ, không kích ứng. Da mình không mụn, không dầu, hơi khô 1 chút nên chỉ cần dòng kem dịu nhẹ vừa túi tiền. 
Nếu chỉ bôi mặt thì mua tuýp 40ml này là vừa. Nếu ai dùng cho cả tay chân thì nên mua tuýp 100ml","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,0,1,0,0,1,0,0,0,
"Hàng mua bao bì đã cắt lấy ra rồi,trong típ kem thì ko có miếng dáng trong cái lỗ lấy kem giống như típ kem này đã sử dụng rồi hoặc đc sớt ra vậy còn kem bên trong chưa sử dụng ko biết có phải hàng thật ko ,nói chung bao bì thế cũng ko hài lòng lần đầu mua ko biết chất kem thế nào mà bao bì thế dùng kem cũng sợ sợ","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,0,1,1,0,0,0,0,0,
"check mã vạch ra đúng sản phẩm, sản phẩm thẩm thấu nhanh, mịn ko rít nhờn da, mùi dễ chịu, dùng ổn. shipper nhiệt tình vui vẻ, thanks all","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",1,0,0,1,1,1,1,0,0,
"5 sao cho chất lượng phục vụ của tiki
5 sao cho chất lượng sản phẩm 
Mình mua được lúc giá sale khoảng hơn 200k -40ml.
Mình mua em này từ khoảng cuối Tết, giờ vẫn chưa dùng hết, trung bình mỗi ngày mình dùng khoảng 2 hạt ngô, thi thoảng hứng lên bôi cả tay nữa nên các bạn không lo size bé bị ít đâu nha.
Chất kem khá đặc, thoa kỹ cho hết vệt trắng, xong nó ngấm vào da không bị bết dính, kể cả mùa hè.
Da mình hh thiên khô, riêng vùng mũi dầu nên mình để ý kỹ, mình hay dùng tonner, serum và kem dưỡng lên mũi, hôm nào chỉ dừng ở serum thì sáng ngủ dậy > mũi đổ dầu > kem cấp ẩm tốt. Khi nào lười bỏ qua sẻum / tonner vẫn OK.
Màu kem trắng, không matxa kỹ thì để lại vệt trắng > Tiệp vào da rồi thì giúp tone da sáng tự nhiên.
Hơn nữa e này đa năng, bị côn trùng, muỗi, bỏng nhẹ nước sôi cũng dùng được.
Tiện và lợi. Sẽ mua lại","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,1,0,1,0,1,1,0,1,
Loại này mình từng xài rồi thấy cấp ẩm ok,"Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,0,0,0,0,1,0,0,0,
giao hàng nhanh kem rất hiệu quả có cả mã chống thật giả quá tốt nên mua nha mng vừa rẻ vừa tiện,"Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",1,1,0,1,0,1,0,0,0,
"Hàng fake. Chất kem và mùi khác, đây là hãng có tên tuổi, công ty lớn nên không thể có chuyện đi in nhãn phụ bao bì sai cả. Trả hàng đến nửa tháng vẫn chưa thấy hồi âm hoàn tiền...","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,0,0,1,1,0,1,0,0,
"Đây là lọ thứ hai mua của shop.
Giá hợp lí oke.
Tem sealed đầy đủ chính hãng.
❤️‍🔥❤️‍🔥❤️‍🔥","Kem Dưỡng Làm Dịu Mát, Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml) - M3232900",0,1,0,1,0,0,0,0,0,
"Uiiiii, mình mới xài vài hôm nhưng thấy cũng ổn lắm đấy. Loại này xài không bị bóng hay đổ dầu. Trước giờ cứ tìm mãi loại KCN xài lên da nhìn không bị bóng, giờ thì có em này đáp ứng được tiêu chí đấy rồi, đến cuối ngày mà da vẫn khô ráo lắm luôn và không hề bị xỉn màu.  Loại này nhanh khô và nhanh thấm lắm, nên mọi người dưỡng ẩm kỹ và apply lần lượt từng vùng thôi để KCN tệp vào da nhất có thể hen. Mình mua sale nên được tặng kèm lọ SRM, sẽ mua lại khi dùng hết. Cảm ơn TiKi :3",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,0,0,1,0,1,1,0,0,
"ko có quà đâu nha các bạn ơi đúng là có 2tip 50ml màu xanh kia kìa, ai may mắn dk còn lúc mình mua may là đặt cả bộ chứ ko thì chắc có cái hộp ko nha. kem so với cell fullcion c dùng chán hơn mà mắc hơn nữa. ko đáng tiền ko đáng tiền tý não",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,1,0,1,0,1,0,0,1,
"Tốt
Quà nhiều
Giá tốt
Chính hãng yên tâm
Sp xịn
Săn sale giá quá hời 👍👍👍💪🏻👍👍👍💪🏻💪🏻💪🏻",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,1,0,1,0,1,0,0,0,
"Giao 1 ngày là tới, chất lượng của larosposay thì khỏi phải bàn rồi, bác sĩ da liễu dặn mình mua đó ạ. Rất hợp cho da dầu mụn nha, anh ship thì siêu dth",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,1,0,0,0,0,1,0,0,0,
"Không được tặng kèm bộ quà tặng theo khung 0-8h
Nếu trong lúc đặt hết thì có thông báo cho user biết chứ, gọi thì tổng đài hỏi chị có chụp hình lúc đó k??? Ủa thấy mình mua có rồi thì ai nghĩ tới chụp hình lại nữa 😅",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,0,0,1,0,0,0,0,0,
"Hàng chuẩn chính hãng, chỉ số SPF cao, dịu nhẹ thích hợp mọi loại da luôn ý. Giá cả phải chăng nói chung mk rất là ưng ý. Còn đc tặng rất nhiều quà, dưới là hình ảnh mk mình hoạ cho sản phẩm thôi 😂",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,1,0,1,0,1,0,0,0,
"Đã mua 1 tuýp sử dụng và đây là tuýp thứ 2,mình thấy có hiệu quả,tuy nhiên hơi bóng dầu xíu,nhưng chấp nhận được,còn được tặng quà nữa,mình sẽ tiếp tục ủng hộ",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,0,0,1,0,1,0,0,0,
"Mình đặt mua kem chống nắng sản phẩm tặng kèm gồm sữa rửa mặt và bông tẩy trang mà shop ko có giao bông tẩy trang, nhận dc chỉ có sữa rửa mặt và kem chống nắng thôi",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,0,0,1,0,0,0,0,0,
Chưa dùng sp nhưng shop bóc hàng cẩn thận giao hàng chậm,Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,1,0,1,0,0,0,0,0,0,
"Kem chống nắng thẩm thấu nhanh, không để lại vệt trắng, kiềm dấu rất tốt, sẽ mua lại sản phẩm. Kem chống nắng thích nhất từng sử dụng 😀",Bộ sản phẩm chống nắng toàn diện và làm sạch La Roche-Posay Anthelios Dry Touch,0,0,0,0,0,1,1,1,0,
"sản phẩm kiềm dầu tốt nhưng không quá khô da, chống nắng ổn,giao nhanh, mình đã Sài rất rất nhiều chai rồi",Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),1,0,0,0,0,1,0,1,0,
Sản phẩm chống nắng tốt phù hợp với da dầu mặc dù dễ bị vón nhưng vẫn chấp nhận được,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),0,0,0,0,0,1,1,0,0,
Đã xài em này nhiều rồi. Rất ưng sp. Dịch vụ giao hàng nhanh ?,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),1,0,0,0,0,1,0,0,0,
Đóng gói cẩn thận ??,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),0,0,1,0,0,0,0,0,0,
tốt,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),0,0,0,0,0,1,0,0,0,
"Sp tốt, kiềm dầu hiệu quả",Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),0,0,0,0,0,1,0,1,0,
Tiki giao hàng nhanh,Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml),1,0,0,0,0,0,0,0,0,
"Giá rẻ mà dùng cũng okela khi nào hết sẽ mua lại.
Cảm ơn tiki rất nhìu","Combo 2 sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,1,0,0,0,1,0,0,0,
Sao mình không thấy quà tặng kèm như trên thông tin?,"Combo 2 sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,0,0,1,0,0,0,0,0,
qua mien phí không sử dụng,"Combo 2 sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,0,0,1,0,0,0,0,0,
"Gia hàng nhanh, đúng sản phẩm","Combo 2 sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",1,0,0,1,0,0,0,0,0,
"Không gây kích ứng, làm sạch","Combo 2 sữa rửa mặt Simple giúp cấp ẩm, da trông khỏe và mịn màng - cho da khô nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [MỚI]",0,0,0,0,0,1,0,0,0,
"Mua hàng Tiki bao nhiêu năm.. lần 2 thất vọng..Mình đặt kem dưỡng môi...sản phẩm ở trên..mà nhận được 1 chai nước tẩy trang..
Shop vui lòng giải quyết sự nhầm lẫn này giúp mình nhé.",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,0,0,1,0,0,0,0,0,
"Cảm quan ban đầu típ nhỏ xinh. Thiết kế dễ bôi và tán vào môi ạ 
Mình sẽ thử sài cái này thay mặt nạ ngủ môi của laneiger.
Ban ngày mình sài son môi DHC rùi.
Môi mình thuộc cơ địa nẻ khiếp, cứ 2 3 ngày bóc xong lớp môi kể cả mùa hè và đủ nước 
Hi vọng thử sang sp này sẽ đc cải thiện",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,0,0,0,0,0,0,0,0,
"Tuýp nhỏ xíu mà giá ngang ngửa kem B5. Nhưng mà nó thần thánh thật sự luôn. Siêuuuuu thần thánh luôn. 800 cây son dưỡng cũng ko bằng 1 lần bôi cái này. Mặt nạ ngủ môi cũng xách dép. Bôi lớp mỏng trc khi ngủ là cả ngày tung tăng, đến tối ngủ chuẩn bị bôi tiếp thấy môi vẫn còn êm mềm. Đắt xắt ra miếng. Xứng đáng giá 2xx. Triệu like. Ngàn sao!!!
Phấn kích quá vì tìm đc 1 em dưỡng môi thần thánh nên khen hơi quá độ ? nhưng ko phải seeding đâu",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,1,0,0,0,1,0,0,0,
"Chưa giao hàng mà lại báo đã giao thành công, đây lại là đơn đã thanh toán rồi. Đợi gần cả tuần nhưng Tiki không chịu giải quyết, phản hồi nhiều lần và lần nào cũng nói đang kiểm tra, bộ định kiểm tra tới tết Congo luôn hay sao. Chỉ yêu cầu bên Tiki bảo nhà vận chuyển là giao hàng giùm cái hay là nuốt luôn đơn rồi, vậy mà kéo dài tới gần cả tuần và không thấy bất kỳ thông tin phản hồi nào khác. Mua hàng của Tiki đã nhiều năm nhưng chưa bao giờ bức xúc như thế này.",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),1,0,0,1,0,0,0,0,0,
"ưu điểm:
+ không màu, không mùi, cực kỳ phù hợp với những bạn môi nhạy cảm, bôi lên không quá bóng, cũng ko nặng môi, nam giới cũng xài vô tư.
+ độ cấp ẩm tốt
nhược điểm
+ giá tiền 230k cho 7ml dưỡng môi, trong khi dưỡng môi của frudia 10g 100k bôi cũng xịn y chang. 
Túm lại là nó không màu không mùi thì sẽ phù hợp với nam, hoặc bạn nào kiểu bị dị ứng với mùi.",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,1,0,0,1,1,0,0,1,
"Dưỡng ẩm cũng okie, không màu, ko mùi",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,0,0,0,1,1,0,0,1,
"Sản phẩm tốt, dùng thấy rất hiệu quả.",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,0,0,0,0,1,0,0,0,
Hài lòng! Sẽ mua lại nếu có nhu cầu!,Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,0,0,0,0,1,0,0,0,
Sản phẩm hiệu quả. Thiết kế hơi khó sử dụng,Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,0,0,0,0,1,0,0,0,
"mình uống thuốc trị mụn nên môi khô, mũi khô và mắt khô. mình dùng đủ loại luôn ai khen gì là mua nấy nhưng vẫn bong tróc da miệng đau lắm. mình mua thử tuýp bôi môi này giá cũng khá cao nhưng đáng giá đó. tuýp bé hơn mình nghĩ. nhưng bôi được hai hôm thôi đã thấy môi mềm hơn. quen thói có liếm môi tí tẹo thấy vị ngọt ngọt.
laroche posay mình đánh giá cao nhất là lọ tẩy trang siêu thích, b5 và bôi môi này, mùi đều dễ chịu và hợp với mình.",Kem Dưỡng Môi Phục Hồi Độ Ẩm & Bảo Vệ Môi La Roche-Posay Cicaplast Lips (7.5ml),0,1,0,0,1,1,0,0,0,
"Dùng được 2 tháng thì mới dám review ạ. Sản phẩm hợp với mấy đứa da khô kiểu mình, bôi lên mượt với thích. Chất lượng xuất sắc luôn, mùi tự nhiên cũng dễ chịu (kiểu bơ hạt mỡ). Cơ mà với da dầu như mẹ mình thử bôi thì thấy không hợp lắm, hơi bóng nhờn.","Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,1,1,1,0,0,
em này thì dùng thích khỏi chê rồi kết hợp bước serum trước rồi kem dưỡng b5 ta nói da đẹp min màng lần trước mua 40ml lần này mua hẳn 100ml xài cho đã,"Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,0,1,0,0,0,
Nhà bán hàng không thật khi đặt hàng có quà là 1 hộp bông tẩy trang và 1 lọ nước tẩy trang của hãng khi nhận hàng không có bán hàng thế này bận sau ai tin tưởng ủng hộ shop có ch,"Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,1,0,0,0,0,0,
chất kem đặc hơi khó thấm những bạn da  khô dùng rất tốt nhất là thời tiết mùa đông miền bắc,"Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,0,1,1,0,0,
sản phẩm rất thích hợp cho da khô. Mình thường dùng lotion của hada labo loại màu vàng của nhật trước khi thoa kem dưỡng để cho kem dễ thấm. Kem dưỡng này có hạn 6 tháng từ khi mở nắp nha nên mấy bạn dùng ít có thể chọn 40ml.,"Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,0,1,0,0,1,
Sản phẩm dịu nhẹ cho da và có độ trắng nhẹ cho bạn nào không muốn bị show khuyết điểm. Dưỡng được cho đến 8tiếng luôn,"Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,0,1,0,0,0,
"Sản phẩm dùng rất hiệu quả, phù hợp. Gói hàng ổn. Giao hàng đúng thời gian. Giá cả khi săn sale giảm còn hợp lí nên mua dùng thử.","Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",1,1,1,0,0,1,0,0,0,
Mình dùng lần ba rồi rất tốt luôn dưỡng ẩm đỉnh của đỉnh thoa vào là dịu liền luôn á,"Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,0,1,0,0,0,
"Chất kem đặc ,sau khi bôi sẽ có 1 lớp nhìn khá bóng nhưng sau đó vài phút sẽ thấm tốt vào da . Đặc biệt phù hợp cho các bạn da thường đến khô trong mùa đông","Kem dưỡng giúp làm dịu, làm mượt, làm mát & phục hồi da phù hợp cho trẻ em La Roche-Posay Cicaplast Baume B5 100ml",0,0,0,0,0,1,1,0,0,
"Đã nhận đầy đủ, đợi nhận tuy có lâu nhưng vẫn nhận trước lễ. Tem của sản phẩm vẫn nguyên vẹn, hộp vẫn còn mới, k bị hư hỏng hay móp méo nên cũng khá an tâm. Thanks shop all",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,1,0,1,1,0,0,0,0,0,
"Mình đã dùng và có chút review như sau: Chất kem khá dày, nâng tông nhiều. Nếu dùng một lượng nhỏ thì da nâng vài tông, nhưng nếu dùng nhiều để đủ lượng dùng của kem chống nắng thì sẽ quá nhiều và cảm giác hơi bết dính. Có dưỡng nên đỡ khô da. Khi tán phải vỗ thật kỹ mới không bị loang lổ",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,0,0,0,0,0,1,1,0,0,
"Nhận đầy đủ, quà tặng kèm theo cũng chất lượng. Khá hài lòng cách đóng gói, giao hàng, sản phẩm còn date dài, bao bì nguyên vẹn. Thời gian ship cũng nhanh. Rất OK!",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,1,0,1,1,0,0,0,0,0,
"Kcn hơi nâng tone nên bôi lên làm da đẹp hơn, không để lại dầu thừa trên da, rất hài lòng",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,0,0,0,0,0,1,0,0,0,
"nhẹ, mỏng, da mình dầu xài ko bị bóng nhờn bay bít bí, hiệu ứng nâng tông có sáng da hơn nhưng ko che phủ được nhiều, hoặc có thể do mình xài lượng ít",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,0,0,0,0,0,1,1,0,0,
"Cực ưng ý dịch vụ giao hàng của Tiki. Giao hàng nhanh hơn dự kiến, shipper lịch sự, thân thiện, hỗ trợ khách hàng rất tốt.",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,1,0,0,0,0,0,0,0,0,
Da căng bóng không nhờn nâng tông tự nhiên!,Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,0,0,0,0,0,1,0,0,0,
"Sp chính hãng, có seal giải thích chi tiết 👍",Kem Chống Nắng La Roche Posay Dạng Gel Làm Sáng Da Uvidea Anthelios Tone-Up Rosy SPF50+ 30ml,0,0,0,1,0,0,0,0,0,
"Hàng được đóng gói kĩ càng,giao siêu nhanh, đúng như hình ảnh trên mạng, còn về chất lượng thì mình chưa trải nghiệm",Gel ngừa mụn kháng khuẩn Acnes Sealing Jell (18g),1,0,1,0,0,0,0,0,0,
"Ko có đkien mua mắc tiền tuýp chấm mụn thì dùg đỡ cái này cũg đc, paraben cuối trog bảg tphan nên ai da yếu dễ dị ứg thì cân nhắc",Gel ngừa mụn kháng khuẩn Acnes Sealing Jell (18g),0,0,0,0,0,1,0,0,0,
